#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   717    0.18206E+04   -0.11276E+03    0.14737E-07   -0.11276E+03    0.33942E+02   -0.15635E-08    0.14737E-07   -0.15635E-08    0.18887E-13
   718    0.18273E+04   -0.11381E+03    0.14756E-07   -0.11381E+03    0.33786E+02   -0.15560E-08    0.14756E-07   -0.15560E-08    0.18789E-13
   719    0.18342E+04   -0.11482E+03    0.14775E-07   -0.11482E+03    0.33624E+02   -0.15484E-08    0.14775E-07   -0.15484E-08    0.18692E-13
   720    0.18410E+04   -0.11582E+03    0.14793E-07   -0.11582E+03    0.33459E+02   -0.15407E-08    0.14793E-07   -0.15407E-08    0.18596E-13
   721    0.18482E+04   -0.11677E+03    0.14809E-07   -0.11677E+03    0.33289E+02   -0.15328E-08    0.14809E-07   -0.15328E-08    0.18500E-13
   722    0.18553E+04   -0.11769E+03    0.14825E-07   -0.11769E+03    0.33114E+02   -0.15249E-08    0.14825E-07   -0.15249E-08    0.18405E-13
   723    0.18625E+04   -0.11860E+03    0.14840E-07   -0.11860E+03    0.32936E+02   -0.15167E-08    0.14840E-07   -0.15167E-08    0.18311E-13
   724    0.18698E+04   -0.11947E+03    0.14854E-07   -0.11947E+03    0.32752E+02   -0.15085E-08    0.14854E-07   -0.15085E-08    0.18217E-13
   725    0.18771E+04   -0.12031E+03    0.14867E-07   -0.12031E+03    0.32565E+02   -0.15001E-08    0.14867E-07   -0.15001E-08    0.18123E-13
   726    0.18847E+04   -0.12112E+03    0.14879E-07   -0.12112E+03    0.32375E+02   -0.14916E-08    0.14879E-07   -0.14916E-08    0.18031E-13
   727    0.18922E+04   -0.12190E+03    0.14891E-07   -0.12190E+03    0.32179E+02   -0.14830E-08    0.14891E-07   -0.14830E-08    0.17939E-13
   728    0.18998E+04   -0.12265E+03    0.14901E-07   -0.12265E+03    0.31978E+02   -0.14743E-08    0.14901E-07   -0.14743E-08    0.17847E-13
   729    0.19075E+04   -0.12337E+03    0.14910E-07   -0.12337E+03    0.31774E+02   -0.14654E-08    0.14910E-07   -0.14654E-08    0.17756E-13
   730    0.19151E+04   -0.12406E+03    0.14919E-07   -0.12406E+03    0.31566E+02   -0.14564E-08    0.14919E-07   -0.14564E-08    0.17666E-13
   731    0.19230E+04   -0.12471E+03    0.14926E-07   -0.12471E+03    0.31354E+02   -0.14473E-08    0.14926E-07   -0.14473E-08    0.17576E-13
   732    0.19309E+04   -0.12533E+03    0.14933E-07   -0.12533E+03    0.31140E+02   -0.14381E-08    0.14933E-07   -0.14381E-08    0.17487E-13
   733    0.19388E+04   -0.12592E+03    0.14938E-07   -0.12592E+03    0.30920E+02   -0.14288E-08    0.14938E-07   -0.14288E-08    0.17398E-13
   734    0.19468E+04   -0.12647E+03    0.14943E-07   -0.12647E+03    0.30698E+02   -0.14193E-08    0.14943E-07   -0.14193E-08    0.17310E-13
   735    0.19549E+04   -0.12700E+03    0.14947E-07   -0.12700E+03    0.30472E+02   -0.14098E-08    0.14947E-07   -0.14098E-08    0.17222E-13
   736    0.19629E+04   -0.12748E+03    0.14949E-07   -0.12748E+03    0.30242E+02   -0.14001E-08    0.14949E-07   -0.14001E-08    0.17135E-13
   737    0.19710E+04   -0.12794E+03    0.14951E-07   -0.12794E+03    0.30011E+02   -0.13903E-08    0.14951E-07   -0.13903E-08    0.17049E-13
   738    0.19791E+04   -0.12835E+03    0.14952E-07   -0.12835E+03    0.29776E+02   -0.13805E-08    0.14952E-07   -0.13805E-08    0.16963E-13
   739    0.19872E+04   -0.12874E+03    0.14952E-07   -0.12874E+03    0.29538E+02   -0.13705E-08    0.14952E-07   -0.13705E-08    0.16877E-13
   740    0.19954E+04   -0.12909E+03    0.14951E-07   -0.12909E+03    0.29297E+02   -0.13604E-08    0.14951E-07   -0.13604E-08    0.16793E-13
   741    0.20036E+04   -0.12941E+03    0.14949E-07   -0.12941E+03    0.29052E+02   -0.13502E-08    0.14949E-07   -0.13502E-08    0.16708E-13
   742    0.20119E+04   -0.12969E+03    0.14946E-07   -0.12969E+03    0.28807E+02   -0.13400E-08    0.14946E-07   -0.13400E-08    0.16625E-13
   743    0.20201E+04   -0.12994E+03    0.14942E-07   -0.12994E+03    0.28560E+02   -0.13296E-08    0.14942E-07   -0.13296E-08    0.16541E-13
   744    0.20284E+04   -0.13015E+03    0.14937E-07   -0.13015E+03    0.28310E+02   -0.13191E-08    0.14937E-07   -0.13191E-08    0.16458E-13
   745    0.20367E+04   -0.13034E+03    0.14931E-07   -0.13034E+03    0.28057E+02   -0.13086E-08    0.14931E-07   -0.13086E-08    0.16376E-13
   746    0.20449E+04   -0.13047E+03    0.14924E-07   -0.13047E+03    0.27802E+02   -0.12979E-08    0.14924E-07   -0.12979E-08    0.16294E-13
   747    0.20531E+04   -0.13058E+03    0.14916E-07   -0.13058E+03    0.27545E+02   -0.12872E-08    0.14916E-07   -0.12872E-08    0.16213E-13
   748    0.20613E+04   -0.13065E+03    0.14908E-07   -0.13065E+03    0.27286E+02   -0.12763E-08    0.14908E-07   -0.12763E-08    0.16133E-13
   749    0.20696E+04   -0.13070E+03    0.14898E-07   -0.13070E+03    0.27024E+02   -0.12654E-08    0.14898E-07   -0.12654E-08    0.16052E-13
   750    0.20778E+04   -0.13070E+03    0.14887E-07   -0.13070E+03    0.26762E+02   -0.12544E-08    0.14887E-07   -0.12544E-08    0.15972E-13
   751    0.20860E+04   -0.13067E+03    0.14876E-07   -0.13067E+03    0.26498E+02   -0.12433E-08    0.14876E-07   -0.12433E-08    0.15893E-13
   752    0.20943E+04   -0.13060E+03    0.14863E-07   -0.13060E+03    0.26233E+02   -0.12321E-08    0.14863E-07   -0.12321E-08    0.15814E-13
   753    0.21024E+04   -0.13050E+03    0.14849E-07   -0.13050E+03    0.25966E+02   -0.12209E-08    0.14849E-07   -0.12209E-08    0.15736E-13
   754    0.21105E+04   -0.13036E+03    0.14835E-07   -0.13036E+03    0.25698E+02   -0.12096E-08    0.14835E-07   -0.12096E-08    0.15658E-13
   755    0.21187E+04   -0.13018E+03    0.14819E-07   -0.13018E+03    0.25429E+02   -0.11982E-08    0.14819E-07   -0.11982E-08    0.15581E-13
   756    0.21266E+04   -0.12998E+03    0.14803E-07   -0.12998E+03    0.25159E+02   -0.11867E-08    0.14803E-07   -0.11867E-08    0.15504E-13
   757    0.21347E+04   -0.12973E+03    0.14785E-07   -0.12973E+03    0.24889E+02   -0.11751E-08    0.14785E-07   -0.11751E-08    0.15427E-13
   758    0.21426E+04   -0.12944E+03    0.14767E-07   -0.12944E+03    0.24618E+02   -0.11635E-08    0.14767E-07   -0.11635E-08    0.15352E-13
   759    0.21506E+04   -0.12913E+03    0.14748E-07   -0.12913E+03    0.24345E+02   -0.11519E-08    0.14748E-07   -0.11519E-08    0.15276E-13
   760    0.21584E+04   -0.12878E+03    0.14728E-07   -0.12878E+03    0.24073E+02   -0.11401E-08    0.14728E-07   -0.11401E-08    0.15201E-13
   761    0.21662E+04   -0.12840E+03    0.14707E-07   -0.12840E+03    0.23800E+02   -0.11283E-08    0.14707E-07   -0.11283E-08    0.15126E-13
   762    0.21741E+04   -0.12798E+03    0.14685E-07   -0.12798E+03    0.23527E+02   -0.11164E-08    0.14685E-07   -0.11164E-08    0.15052E-13
   763    0.21817E+04   -0.12752E+03    0.14663E-07   -0.12752E+03    0.23255E+02   -0.11045E-08    0.14663E-07   -0.11045E-08    0.14978E-13
   764    0.21893E+04   -0.12704E+03    0.14639E-07   -0.12704E+03    0.22982E+02   -0.10925E-08    0.14639E-07   -0.10925E-08    0.14905E-13
   765    0.21968E+04   -0.12651E+03    0.14615E-07   -0.12651E+03    0.22709E+02   -0.10805E-08    0.14615E-07   -0.10805E-08    0.14832E-13
   766    0.22044E+04   -0.12596E+03    0.14590E-07   -0.12596E+03    0.22437E+02   -0.10684E-08    0.14590E-07   -0.10684E-08    0.14760E-13
   767    0.22117E+04   -0.12537E+03    0.14564E-07   -0.12537E+03    0.22166E+02   -0.10563E-08    0.14564E-07   -0.10563E-08    0.14688E-13
   768    0.22190E+04   -0.12473E+03    0.14537E-07   -0.12473E+03    0.21895E+02   -0.10441E-08    0.14537E-07   -0.10441E-08    0.14616E-13
   769    0.22263E+04   -0.12408E+03    0.14510E-07   -0.12408E+03    0.21623E+02   -0.10319E-08    0.14510E-07   -0.10319E-08    0.14545E-13
   770    0.22334E+04   -0.12339E+03    0.14481E-07   -0.12339E+03    0.21354E+02   -0.10196E-08    0.14481E-07   -0.10196E-08    0.14475E-13
   771    0.22404E+04   -0.12266E+03    0.14452E-07   -0.12266E+03    0.21085E+02   -0.10073E-08    0.14452E-07   -0.10073E-08    0.14404E-13
   772    0.22473E+04   -0.12189E+03    0.14422E-07   -0.12189E+03    0.20817E+02   -0.99495E-09    0.14422E-07   -0.99495E-09    0.14335E-13
   773    0.22541E+04   -0.12110E+03    0.14392E-07   -0.12110E+03    0.20551E+02   -0.98256E-09    0.14392E-07   -0.98256E-09    0.14265E-13
   774    0.22608E+04   -0.12028E+03    0.14360E-07   -0.12028E+03    0.20286E+02   -0.97014E-09    0.14360E-07   -0.97014E-09    0.14196E-13
   775    0.22675E+04   -0.11943E+03    0.14328E-07   -0.11943E+03    0.20022E+02   -0.95769E-09    0.14328E-07   -0.95769E-09    0.14128E-13
   776    0.22739E+04   -0.11854E+03    0.14296E-07   -0.11854E+03    0.19760E+02   -0.94520E-09    0.14296E-07   -0.94520E-09    0.14060E-13
   777    0.22803E+04   -0.11762E+03    0.14262E-07   -0.11762E+03    0.19500E+02   -0.93269E-09    0.14262E-07   -0.93269E-09    0.13992E-13
   778    0.22867E+04   -0.11667E+03    0.14228E-07   -0.11667E+03    0.19241E+02   -0.92016E-09    0.14228E-07   -0.92016E-09    0.13924E-13
   779    0.22928E+04   -0.11569E+03    0.14193E-07   -0.11569E+03    0.18985E+02   -0.90760E-09    0.14193E-07   -0.90760E-09    0.13858E-13
   780    0.22988E+04   -0.11468E+03    0.14157E-07   -0.11468E+03    0.18729E+02   -0.89501E-09    0.14157E-07   -0.89501E-09    0.13791E-13
   781    0.23047E+04   -0.11364E+03    0.14121E-07   -0.11364E+03    0.18477E+02   -0.88241E-09    0.14121E-07   -0.88241E-09    0.13725E-13
   782    0.23104E+04   -0.11259E+03    0.14084E-07   -0.11259E+03    0.18227E+02   -0.86979E-09    0.14084E-07   -0.86979E-09    0.13659E-13
   783    0.23161E+04   -0.11149E+03    0.14047E-07   -0.11149E+03    0.17979E+02   -0.85716E-09    0.14047E-07   -0.85716E-09    0.13594E-13
   784    0.23216E+04   -0.11036E+03    0.14008E-07   -0.11036E+03    0.17734E+02   -0.84451E-09    0.14008E-07   -0.84451E-09    0.13529E-13
   785    0.23269E+04   -0.10921E+03    0.13970E-07   -0.10921E+03    0.17491E+02   -0.83185E-09    0.13970E-07   -0.83185E-09    0.13464E-13
   786    0.23321E+04   -0.10801E+03    0.13930E-07   -0.10801E+03    0.17251E+02   -0.81919E-09    0.13930E-07   -0.81919E-09    0.13400E-13
   787    0.23372E+04   -0.10679E+03    0.13890E-07   -0.10679E+03    0.17014E+02   -0.80651E-09    0.13890E-07   -0.80651E-09    0.13336E-13
   788    0.23420E+04   -0.10556E+03    0.13850E-07   -0.10556E+03    0.16779E+02   -0.79383E-09    0.13850E-07   -0.79383E-09    0.13273E-13
   789    0.23468E+04   -0.10430E+03    0.13808E-07   -0.10430E+03    0.16546E+02   -0.78115E-09    0.13808E-07   -0.78115E-09    0.13209E-13
   790    0.23515E+04   -0.10300E+03    0.13767E-07   -0.10300E+03    0.16319E+02   -0.76847E-09    0.13767E-07   -0.76847E-09    0.13147E-13
   791    0.23560E+04   -0.10168E+03    0.13724E-07   -0.10168E+03    0.16094E+02   -0.75579E-09    0.13724E-07   -0.75579E-09    0.13084E-13
   792    0.23603E+04   -0.10034E+03    0.13681E-07   -0.10034E+03    0.15873E+02   -0.74312E-09    0.13681E-07   -0.74312E-09    0.13022E-13
   793    0.23644E+04   -0.98964E+02    0.13638E-07   -0.98964E+02    0.15656E+02   -0.73045E-09    0.13638E-07   -0.73045E-09    0.12961E-13
   794    0.23683E+04   -0.97574E+02    0.13594E-07   -0.97574E+02    0.15442E+02   -0.71779E-09    0.13594E-07   -0.71779E-09    0.12899E-13
   795    0.23721E+04   -0.96155E+02    0.13549E-07   -0.96155E+02    0.15231E+02   -0.70513E-09    0.13549E-07   -0.70513E-09    0.12838E-13
   796    0.23759E+04   -0.94722E+02    0.13504E-07   -0.94722E+02    0.15025E+02   -0.69250E-09    0.13504E-07   -0.69250E-09    0.12778E-13
   797    0.23793E+04   -0.93260E+02    0.13459E-07   -0.93260E+02    0.14822E+02   -0.67987E-09    0.13459E-07   -0.67987E-09    0.12718E-13
   798    0.23826E+04   -0.91783E+02    0.13413E-07   -0.91783E+02    0.14623E+02   -0.66726E-09    0.13413E-07   -0.66726E-09    0.12658E-13
   799    0.23857E+04   -0.90284E+02    0.13366E-07   -0.90284E+02    0.14429E+02   -0.65468E-09    0.13366E-07   -0.65468E-09    0.12598E-13
   800    0.23888E+04   -0.88763E+02    0.13319E-07   -0.88763E+02    0.14237E+02   -0.64211E-09    0.13319E-07   -0.64211E-09    0.12539E-13
   801    0.23916E+04   -0.87227E+02    0.13272E-07   -0.87227E+02    0.14051E+02   -0.62956E-09    0.13272E-07   -0.62956E-09    0.12480E-13
   802    0.23941E+04   -0.85654E+02    0.13224E-07   -0.85654E+02    0.13869E+02   -0.61704E-09    0.13224E-07   -0.61704E-09    0.12422E-13
   803    0.23966E+04   -0.84082E+02    0.13175E-07   -0.84082E+02    0.13690E+02   -0.60455E-09    0.13175E-07   -0.60455E-09    0.12363E-13
   804    0.23988E+04   -0.82480E+02    0.13127E-07   -0.82480E+02    0.13517E+02   -0.59207E-09    0.13127E-07   -0.59207E-09    0.12306E-13
   805    0.24010E+04   -0.80863E+02    0.13077E-07   -0.80863E+02    0.13348E+02   -0.57963E-09    0.13077E-07   -0.57963E-09    0.12248E-13
   806    0.24029E+04   -0.79231E+02    0.13028E-07   -0.79231E+02    0.13183E+02   -0.56720E-09    0.13028E-07   -0.56720E-09    0.12191E-13
   807    0.24046E+04   -0.77585E+02    0.12978E-07   -0.77585E+02    0.13024E+02   -0.55481E-09    0.12978E-07   -0.55481E-09    0.12134E-13
   808    0.24060E+04   -0.75916E+02    0.12927E-07   -0.75916E+02    0.12869E+02   -0.54244E-09    0.12927E-07   -0.54244E-09    0.12077E-13
   809    0.24074E+04   -0.74240E+02    0.12876E-07   -0.74240E+02    0.12720E+02   -0.53009E-09    0.12876E-07   -0.53009E-09    0.12021E-13
   810    0.24085E+04   -0.72542E+02    0.12825E-07   -0.72542E+02    0.12575E+02   -0.51778E-09    0.12825E-07   -0.51778E-09    0.11965E-13
   811    0.24094E+04   -0.70829E+02    0.12773E-07   -0.70829E+02    0.12435E+02   -0.50549E-09    0.12773E-07   -0.50549E-09    0.11910E-13
   812    0.24102E+04   -0.69106E+02    0.12721E-07   -0.69106E+02    0.12301E+02   -0.49323E-09    0.12721E-07   -0.49323E-09    0.11854E-13
   813    0.24108E+04   -0.67373E+02    0.12668E-07   -0.67373E+02    0.12171E+02   -0.48100E-09    0.12668E-07   -0.48100E-09    0.11799E-13
   814    0.24112E+04   -0.65627E+02    0.12615E-07   -0.65627E+02    0.12047E+02   -0.46880E-09    0.12615E-07   -0.46880E-09    0.11745E-13
   815    0.24114E+04   -0.63870E+02    0.12562E-07   -0.63870E+02    0.11929E+02   -0.45662E-09    0.12562E-07   -0.45662E-09    0.11690E-13
   816    0.24113E+04   -0.62103E+02    0.12509E-07   -0.62103E+02    0.11815E+02   -0.44448E-09    0.12509E-07   -0.44448E-09    0.11636E-13
   817    0.24111E+04   -0.60325E+02    0.12455E-07   -0.60325E+02    0.11707E+02   -0.43237E-09    0.12455E-07   -0.43237E-09    0.11582E-13
   818    0.24108E+04   -0.58538E+02    0.12400E-07   -0.58538E+02    0.11605E+02   -0.42029E-09    0.12400E-07   -0.42029E-09    0.11529E-13
   819    0.24102E+04   -0.56743E+02    0.12345E-07   -0.56743E+02    0.11507E+02   -0.40823E-09    0.12345E-07   -0.40823E-09    0.11476E-13
   820    0.24095E+04   -0.54939E+02    0.12290E-07   -0.54939E+02    0.11416E+02   -0.39622E-09    0.12290E-07   -0.39622E-09    0.11423E-13
   821    0.24085E+04   -0.53129E+02    0.12235E-07   -0.53129E+02    0.11329E+02   -0.38423E-09    0.12235E-07   -0.38423E-09    0.11371E-13
   822    0.24074E+04   -0.51313E+02    0.12179E-07   -0.51313E+02    0.11249E+02   -0.37228E-09    0.12179E-07   -0.37228E-09    0.11318E-13
   823    0.24060E+04   -0.49489E+02    0.12123E-07   -0.49489E+02    0.11174E+02   -0.36035E-09    0.12123E-07   -0.36035E-09    0.11266E-13
   824    0.24043E+04   -0.47660E+02    0.12067E-07   -0.47660E+02    0.11106E+02   -0.34847E-09    0.12067E-07   -0.34847E-09    0.11215E-13
   825    0.24026E+04   -0.45827E+02    0.12010E-07   -0.45827E+02    0.11042E+02   -0.33661E-09    0.12010E-07   -0.33661E-09    0.11163E-13
   826    0.24006E+04   -0.43990E+02    0.11953E-07   -0.43990E+02    0.10986E+02   -0.32480E-09    0.11953E-07   -0.32480E-09    0.11112E-13
   827    0.23984E+04   -0.42151E+02    0.11896E-07   -0.42151E+02    0.10934E+02   -0.31301E-09    0.11896E-07   -0.31301E-09    0.11061E-13
   828    0.23961E+04   -0.40308E+02    0.11839E-07   -0.40308E+02    0.10889E+02   -0.30126E-09    0.11839E-07   -0.30126E-09    0.11011E-13
   829    0.23935E+04   -0.38465E+02    0.11781E-07   -0.38465E+02    0.10850E+02   -0.28955E-09    0.11781E-07   -0.28955E-09    0.10961E-13
   830    0.23908E+04   -0.36622E+02    0.11723E-07   -0.36622E+02    0.10817E+02   -0.27787E-09    0.11723E-07   -0.27787E-09    0.10911E-13
   831    0.23879E+04   -0.34778E+02    0.11664E-07   -0.34778E+02    0.10790E+02   -0.26623E-09    0.11664E-07   -0.26623E-09    0.10861E-13
   832    0.23847E+04   -0.32934E+02    0.11606E-07   -0.32934E+02    0.10768E+02   -0.25463E-09    0.11606E-07   -0.25463E-09    0.10812E-13
   833    0.23814E+04   -0.31092E+02    0.11547E-07   -0.31092E+02    0.10752E+02   -0.24307E-09    0.11547E-07   -0.24307E-09    0.10762E-13
   834    0.23779E+04   -0.29251E+02    0.11488E-07   -0.29251E+02    0.10742E+02   -0.23154E-09    0.11488E-07   -0.23154E-09    0.10714E-13
   835    0.23742E+04   -0.27413E+02    0.11428E-07   -0.27413E+02    0.10739E+02   -0.22005E-09    0.11428E-07   -0.22005E-09    0.10665E-13
   836    0.23702E+04   -0.25578E+02    0.11369E-07   -0.25578E+02    0.10741E+02   -0.20860E-09    0.11369E-07   -0.20860E-09    0.10617E-13
   837    0.23661E+04   -0.23746E+02    0.11309E-07   -0.23746E+02    0.10750E+02   -0.19719E-09    0.11309E-07   -0.19719E-09    0.10569E-13
   838    0.23619E+04   -0.21919E+02    0.11249E-07   -0.21919E+02    0.10765E+02   -0.18582E-09    0.11249E-07   -0.18582E-09    0.10521E-13
   839    0.23573E+04   -0.20096E+02    0.11189E-07   -0.20096E+02    0.10785E+02   -0.17450E-09    0.11189E-07   -0.17450E-09    0.10473E-13
   840    0.23526E+04   -0.18279E+02    0.11128E-07   -0.18279E+02    0.10813E+02   -0.16321E-09    0.11128E-07   -0.16321E-09    0.10426E-13
   841    0.23478E+04   -0.16470E+02    0.11067E-07   -0.16470E+02    0.10845E+02   -0.15196E-09    0.11067E-07   -0.15196E-09    0.10379E-13
   842    0.23427E+04   -0.14666E+02    0.11006E-07   -0.14666E+02    0.10883E+02   -0.14075E-09    0.11006E-07   -0.14075E-09    0.10332E-13
   843    0.23375E+04   -0.12872E+02    0.10945E-07   -0.12872E+02    0.10928E+02   -0.12959E-09    0.10945E-07   -0.12959E-09    0.10286E-13
   844    0.23320E+04   -0.11085E+02    0.10884E-07   -0.11085E+02    0.10979E+02   -0.11847E-09    0.10884E-07   -0.11847E-09    0.10240E-13
   845    0.23264E+04   -0.93076E+01    0.10823E-07   -0.93076E+01    0.11034E+02   -0.10739E-09    0.10823E-07   -0.10739E-09    0.10194E-13
   846    0.23207E+04   -0.75406E+01    0.10761E-07   -0.75406E+01    0.11098E+02   -0.96359E-10    0.10761E-07   -0.96359E-10    0.10148E-13
   847    0.23148E+04   -0.57836E+01    0.10699E-07   -0.57836E+01    0.11166E+02   -0.85369E-10    0.10699E-07   -0.85369E-10    0.10103E-13
   848    0.23087E+04   -0.40385E+01    0.10637E-07   -0.40385E+01    0.11240E+02   -0.74423E-10    0.10637E-07   -0.74423E-10    0.10057E-13
   849    0.23023E+04   -0.23045E+01    0.10575E-07   -0.23045E+01    0.11320E+02   -0.63523E-10    0.10575E-07   -0.63523E-10    0.10012E-13
   850    0.22960E+04   -0.58270E+00    0.10513E-07   -0.58270E+00    0.11406E+02   -0.52668E-10    0.10513E-07   -0.52668E-10    0.99676E-14
   851    0.22893E+04    0.11262E+01    0.10450E-07    0.11262E+01    0.11498E+02   -0.41859E-10    0.10450E-07   -0.41859E-10    0.99231E-14
   852    0.22825E+04    0.28220E+01    0.10388E-07    0.28220E+01    0.11596E+02   -0.31096E-10    0.10388E-07   -0.31096E-10    0.98788E-14
   853    0.22756E+04    0.45037E+01    0.10325E-07    0.45037E+01    0.11700E+02   -0.20382E-10    0.10325E-07   -0.20382E-10    0.98348E-14
   854    0.22684E+04    0.61702E+01    0.10262E-07    0.61702E+01    0.11809E+02   -0.97174E-11    0.10262E-07   -0.97174E-11    0.97910E-14
