#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1372    0.74818E+03   -0.62184E+02   -0.47940E-08   -0.62184E+02    0.19028E+02   -0.14063E-09   -0.47940E-08   -0.14063E-09    0.22846E-14
  1373    0.74983E+03   -0.61975E+02   -0.47918E-08   -0.61975E+02    0.18824E+02   -0.13882E-09   -0.47918E-08   -0.13882E-09    0.22776E-14
  1374    0.75148E+03   -0.61750E+02   -0.47895E-08   -0.61750E+02    0.18619E+02   -0.13701E-09   -0.47895E-08   -0.13701E-09    0.22706E-14
  1375    0.75312E+03   -0.61511E+02   -0.47868E-08   -0.61511E+02    0.18415E+02   -0.13520E-09   -0.47868E-08   -0.13520E-09    0.22637E-14
  1376    0.75474E+03   -0.61257E+02   -0.47837E-08   -0.61257E+02    0.18211E+02   -0.13339E-09   -0.47837E-08   -0.13339E-09    0.22568E-14
  1377    0.75635E+03   -0.60990E+02   -0.47802E-08   -0.60990E+02    0.18010E+02   -0.13159E-09   -0.47802E-08   -0.13159E-09    0.22499E-14
  1378    0.75795E+03   -0.60708E+02   -0.47763E-08   -0.60708E+02    0.17807E+02   -0.12979E-09   -0.47763E-08   -0.12979E-09    0.22430E-14
  1379    0.75946E+03   -0.60412E+02   -0.47719E-08   -0.60412E+02    0.17607E+02   -0.12800E-09   -0.47719E-08   -0.12800E-09    0.22362E-14
  1380    0.76096E+03   -0.60103E+02   -0.47668E-08   -0.60103E+02    0.17405E+02   -0.12621E-09   -0.47668E-08   -0.12621E-09    0.22293E-14
  1381    0.76245E+03   -0.59780E+02   -0.47612E-08   -0.59780E+02    0.17207E+02   -0.12444E-09   -0.47612E-08   -0.12444E-09    0.22225E-14
  1382    0.76378E+03   -0.59442E+02   -0.47549E-08   -0.59442E+02    0.17009E+02   -0.12267E-09   -0.47549E-08   -0.12267E-09    0.22158E-14
  1383    0.76525E+03   -0.59092E+02   -0.47479E-08   -0.59092E+02    0.16811E+02   -0.12091E-09   -0.47479E-08   -0.12091E-09    0.22090E-14
  1384    0.76655E+03   -0.58728E+02   -0.47401E-08   -0.58728E+02    0.16616E+02   -0.11916E-09   -0.47401E-08   -0.11916E-09    0.22023E-14
  1385    0.76785E+03   -0.58351E+02   -0.47316E-08   -0.58351E+02    0.16421E+02   -0.11743E-09   -0.47316E-08   -0.11743E-09    0.21956E-14
  1386    0.76914E+03   -0.57961E+02   -0.47221E-08   -0.57961E+02    0.16228E+02   -0.11570E-09   -0.47221E-08   -0.11570E-09    0.21889E-14
  1387    0.77034E+03   -0.57559E+02   -0.47117E-08   -0.57559E+02    0.16037E+02   -0.11400E-09   -0.47117E-08   -0.11400E-09    0.21822E-14
  1388    0.77168E+03   -0.57144E+02   -0.47004E-08   -0.57144E+02    0.15846E+02   -0.11230E-09   -0.47004E-08   -0.11230E-09    0.21756E-14
  1389    0.77285E+03   -0.56717E+02   -0.46880E-08   -0.56717E+02    0.15657E+02   -0.11062E-09   -0.46880E-08   -0.11062E-09    0.21690E-14
  1390    0.77395E+03   -0.56278E+02   -0.46746E-08   -0.56278E+02    0.15471E+02   -0.10896E-09   -0.46746E-08   -0.10896E-09    0.21624E-14
  1391    0.77511E+03   -0.55827E+02   -0.46601E-08   -0.55827E+02    0.15286E+02   -0.10732E-09   -0.46601E-08   -0.10732E-09    0.21558E-14
  1392    0.77618E+03   -0.55365E+02   -0.46444E-08   -0.55365E+02    0.15102E+02   -0.10570E-09   -0.46444E-08   -0.10570E-09    0.21493E-14
  1393    0.77725E+03   -0.54891E+02   -0.46275E-08   -0.54891E+02    0.14921E+02   -0.10409E-09   -0.46275E-08   -0.10409E-09    0.21428E-14
  1394    0.77823E+03   -0.54406E+02   -0.46093E-08   -0.54406E+02    0.14742E+02   -0.10251E-09   -0.46093E-08   -0.10251E-09    0.21363E-14
  1395    0.77920E+03   -0.53910E+02   -0.45898E-08   -0.53910E+02    0.14564E+02   -0.10095E-09   -0.45898E-08   -0.10095E-09    0.21298E-14
  1396    0.78016E+03   -0.53404E+02   -0.45689E-08   -0.53404E+02    0.14389E+02   -0.99414E-10   -0.45689E-08   -0.99414E-10    0.21234E-14
  1397    0.78104E+03   -0.52887E+02   -0.45466E-08   -0.52887E+02    0.14215E+02   -0.97901E-10   -0.45466E-08   -0.97901E-10    0.21169E-14
  1398    0.78184E+03   -0.52360E+02   -0.45229E-08   -0.52360E+02    0.14044E+02   -0.96413E-10   -0.45229E-08   -0.96413E-10    0.21105E-14
  1399    0.78262E+03   -0.51822E+02   -0.44976E-08   -0.51822E+02    0.13875E+02   -0.94951E-10   -0.44976E-08   -0.94951E-10    0.21041E-14
  1400    0.78340E+03   -0.51275E+02   -0.44708E-08   -0.51275E+02    0.13709E+02   -0.93516E-10   -0.44708E-08   -0.93516E-10    0.20978E-14
  1401    0.78410E+03   -0.50719E+02   -0.44423E-08   -0.50719E+02    0.13544E+02   -0.92109E-10   -0.44423E-08   -0.92109E-10    0.20914E-14
  1402    0.78478E+03   -0.50154E+02   -0.44123E-08   -0.50154E+02    0.13383E+02   -0.90730E-10   -0.44123E-08   -0.90730E-10    0.20851E-14
  1403    0.78539E+03   -0.49579E+02   -0.43807E-08   -0.49579E+02    0.13224E+02   -0.89376E-10   -0.43807E-08   -0.89376E-10    0.20788E-14
  1404    0.78591E+03   -0.48995E+02   -0.43476E-08   -0.48995E+02    0.13068E+02   -0.88049E-10   -0.43476E-08   -0.88049E-10    0.20726E-14
  1405    0.78649E+03   -0.48403E+02   -0.43131E-08   -0.48403E+02    0.12913E+02   -0.86746E-10   -0.43131E-08   -0.86746E-10    0.20663E-14
  1406    0.78693E+03   -0.47803E+02   -0.42771E-08   -0.47803E+02    0.12762E+02   -0.85467E-10   -0.42771E-08   -0.85467E-10    0.20601E-14
  1407    0.78728E+03   -0.47194E+02   -0.42397E-08   -0.47194E+02    0.12614E+02   -0.84211E-10   -0.42397E-08   -0.84211E-10    0.20539E-14
  1408    0.78777E+03   -0.46578E+02   -0.42010E-08   -0.46578E+02    0.12467E+02   -0.82978E-10   -0.42010E-08   -0.82978E-10    0.20477E-14
  1409    0.78803E+03   -0.45953E+02   -0.41610E-08   -0.45953E+02    0.12324E+02   -0.81766E-10   -0.41610E-08   -0.81766E-10    0.20415E-14
  1410    0.78836E+03   -0.45322E+02   -0.41196E-08   -0.45322E+02    0.12183E+02   -0.80574E-10   -0.41196E-08   -0.80574E-10    0.20354E-14
  1411    0.78862E+03   -0.44683E+02   -0.40771E-08   -0.44683E+02    0.12045E+02   -0.79403E-10   -0.40771E-08   -0.79403E-10    0.20292E-14
  1412    0.78879E+03   -0.44037E+02   -0.40333E-08   -0.44037E+02    0.11911E+02   -0.78250E-10   -0.40333E-08   -0.78250E-10    0.20231E-14
  1413    0.78880E+03   -0.43384E+02   -0.39884E-08   -0.43384E+02    0.11779E+02   -0.77116E-10   -0.39884E-08   -0.77116E-10    0.20171E-14
  1414    0.78889E+03   -0.42724E+02   -0.39423E-08   -0.42724E+02    0.11650E+02   -0.75999E-10   -0.39423E-08   -0.75999E-10    0.20110E-14
  1415    0.78890E+03   -0.42058E+02   -0.38951E-08   -0.42058E+02    0.11524E+02   -0.74899E-10   -0.38951E-08   -0.74899E-10    0.20050E-14
  1416    0.78890E+03   -0.41387E+02   -0.38469E-08   -0.41387E+02    0.11401E+02   -0.73814E-10   -0.38469E-08   -0.73814E-10    0.19990E-14
  1417    0.78875E+03   -0.40711E+02   -0.37976E-08   -0.40711E+02    0.11281E+02   -0.72744E-10   -0.37976E-08   -0.72744E-10    0.19930E-14
  1418    0.78860E+03   -0.40027E+02   -0.37474E-08   -0.40027E+02    0.11163E+02   -0.71688E-10   -0.37474E-08   -0.71688E-10    0.19870E-14
  1419    0.78837E+03   -0.39339E+02   -0.36962E-08   -0.39339E+02    0.11050E+02   -0.70645E-10   -0.36962E-08   -0.70645E-10    0.19810E-14
  1420    0.78813E+03   -0.38647E+02   -0.36441E-08   -0.38647E+02    0.10939E+02   -0.69614E-10   -0.36441E-08   -0.69614E-10    0.19751E-14
  1421    0.78782E+03   -0.37949E+02   -0.35912E-08   -0.37949E+02    0.10831E+02   -0.68595E-10   -0.35912E-08   -0.68595E-10    0.19692E-14
  1422    0.78751E+03   -0.37248E+02   -0.35374E-08   -0.37248E+02    0.10727E+02   -0.67587E-10   -0.35374E-08   -0.67587E-10    0.19633E-14
  1423    0.78704E+03   -0.36542E+02   -0.34828E-08   -0.36542E+02    0.10626E+02   -0.66588E-10   -0.34828E-08   -0.66588E-10    0.19574E-14
  1424    0.78665E+03   -0.35832E+02   -0.34275E-08   -0.35832E+02    0.10528E+02   -0.65599E-10   -0.34275E-08   -0.65599E-10    0.19516E-14
  1425    0.78610E+03   -0.35119E+02   -0.33714E-08   -0.35119E+02    0.10434E+02   -0.64618E-10   -0.33714E-08   -0.64618E-10    0.19457E-14
  1426    0.78548E+03   -0.34402E+02   -0.33147E-08   -0.34402E+02    0.10343E+02   -0.63644E-10   -0.33147E-08   -0.63644E-10    0.19399E-14
  1427    0.78494E+03   -0.33682E+02   -0.32573E-08   -0.33682E+02    0.10255E+02   -0.62676E-10   -0.32573E-08   -0.62676E-10    0.19341E-14
  1428    0.78424E+03   -0.32960E+02   -0.31993E-08   -0.32960E+02    0.10169E+02   -0.61715E-10   -0.31993E-08   -0.61715E-10    0.19284E-14
  1429    0.78347E+03   -0.32235E+02   -0.31408E-08   -0.32235E+02    0.10089E+02   -0.60758E-10   -0.31408E-08   -0.60758E-10    0.19226E-14
  1430    0.78269E+03   -0.31508E+02   -0.30817E-08   -0.31508E+02    0.10011E+02   -0.59805E-10   -0.30817E-08   -0.59805E-10    0.19169E-14
  1431    0.78185E+03   -0.30779E+02   -0.30221E-08   -0.30779E+02    0.99356E+01   -0.58855E-10   -0.30221E-08   -0.58855E-10    0.19112E-14
  1432    0.78093E+03   -0.30048E+02   -0.29620E-08   -0.30048E+02    0.98645E+01   -0.57908E-10   -0.29620E-08   -0.57908E-10    0.19055E-14
  1433    0.78008E+03   -0.29316E+02   -0.29016E-08   -0.29316E+02    0.97966E+01   -0.56962E-10   -0.29016E-08   -0.56962E-10    0.18998E-14
  1434    0.77909E+03   -0.28582E+02   -0.28407E-08   -0.28582E+02    0.97326E+01   -0.56017E-10   -0.28407E-08   -0.56017E-10    0.18941E-14
  1435    0.77802E+03   -0.27848E+02   -0.27795E-08   -0.27848E+02    0.96710E+01   -0.55072E-10   -0.27795E-08   -0.55072E-10    0.18885E-14
  1436    0.77695E+03   -0.27115E+02   -0.27180E-08   -0.27115E+02    0.96132E+01   -0.54126E-10   -0.27180E-08   -0.54126E-10    0.18829E-14
  1437    0.77574E+03   -0.26380E+02   -0.26563E-08   -0.26380E+02    0.95592E+01   -0.53178E-10   -0.26563E-08   -0.53178E-10    0.18773E-14
  1438    0.77453E+03   -0.25647E+02   -0.25943E-08   -0.25647E+02    0.95075E+01   -0.52228E-10   -0.25943E-08   -0.52228E-10    0.18717E-14
  1439    0.77324E+03   -0.24912E+02   -0.25321E-08   -0.24912E+02    0.94604E+01   -0.51274E-10   -0.25321E-08   -0.51274E-10    0.18662E-14
  1440    0.77196E+03   -0.24179E+02   -0.24697E-08   -0.24179E+02    0.94163E+01   -0.50315E-10   -0.24697E-08   -0.50315E-10    0.18606E-14
  1441    0.77061E+03   -0.23448E+02   -0.24073E-08   -0.23448E+02    0.93752E+01   -0.49352E-10   -0.24073E-08   -0.49352E-10    0.18551E-14
  1442    0.76919E+03   -0.22718E+02   -0.23447E-08   -0.22718E+02    0.93378E+01   -0.48383E-10   -0.23447E-08   -0.48383E-10    0.18496E-14
  1443    0.76769E+03   -0.21988E+02   -0.22821E-08   -0.21988E+02    0.93049E+01   -0.47407E-10   -0.22821E-08   -0.47407E-10    0.18441E-14
  1444    0.76620E+03   -0.21261E+02   -0.22195E-08   -0.21261E+02    0.92742E+01   -0.46423E-10   -0.22195E-08   -0.46423E-10    0.18387E-14
  1445    0.76456E+03   -0.20537E+02   -0.21569E-08   -0.20537E+02    0.92479E+01   -0.45431E-10   -0.21569E-08   -0.45431E-10    0.18332E-14
  1446    0.76300E+03   -0.19814E+02   -0.20944E-08   -0.19814E+02    0.92238E+01   -0.44429E-10   -0.20944E-08   -0.44429E-10    0.18278E-14
  1447    0.76123E+03   -0.19092E+02   -0.20320E-08   -0.19092E+02    0.92040E+01   -0.43418E-10   -0.20320E-08   -0.43418E-10    0.18224E-14
  1448    0.75953E+03   -0.18377E+02   -0.19697E-08   -0.18377E+02    0.91878E+01   -0.42396E-10   -0.19697E-08   -0.42396E-10    0.18170E-14
  1449    0.75776E+03   -0.17663E+02   -0.19076E-08   -0.17663E+02    0.91738E+01   -0.41361E-10   -0.19076E-08   -0.41361E-10    0.18116E-14
  1450    0.75593E+03   -0.16953E+02   -0.18457E-08   -0.16953E+02    0.91641E+01   -0.40315E-10   -0.18457E-08   -0.40315E-10    0.18063E-14
  1451    0.75410E+03   -0.16248E+02   -0.17841E-08   -0.16248E+02    0.91579E+01   -0.39255E-10   -0.17841E-08   -0.39255E-10    0.18009E-14
  1452    0.75212E+03   -0.15547E+02   -0.17228E-08   -0.15547E+02    0.91546E+01   -0.38181E-10   -0.17228E-08   -0.38181E-10    0.17956E-14
  1453    0.75015E+03   -0.14850E+02   -0.16620E-08   -0.14850E+02    0.91547E+01   -0.37093E-10   -0.16620E-08   -0.37093E-10    0.17903E-14
  1454    0.74819E+03   -0.14157E+02   -0.16015E-08   -0.14157E+02    0.91584E+01   -0.35990E-10   -0.16015E-08   -0.35990E-10    0.17850E-14
  1455    0.74616E+03   -0.13469E+02   -0.15417E-08   -0.13469E+02    0.91648E+01   -0.34872E-10   -0.15417E-08   -0.34872E-10    0.17798E-14
  1456    0.74406E+03   -0.12788E+02   -0.14824E-08   -0.12788E+02    0.91755E+01   -0.33738E-10   -0.14824E-08   -0.33738E-10    0.17745E-14
  1457    0.74182E+03   -0.12111E+02   -0.14238E-08   -0.12111E+02    0.91881E+01   -0.32589E-10   -0.14238E-08   -0.32589E-10    0.17693E-14
  1458    0.73967E+03   -0.11439E+02   -0.13660E-08   -0.11439E+02    0.92050E+01   -0.31423E-10   -0.13660E-08   -0.31423E-10    0.17641E-14
  1459    0.73744E+03   -0.10772E+02   -0.13090E-08   -0.10772E+02    0.92245E+01   -0.30240E-10   -0.13090E-08   -0.30240E-10    0.17589E-14
  1460    0.73514E+03   -0.10112E+02   -0.12529E-08   -0.10112E+02    0.92482E+01   -0.29040E-10   -0.12529E-08   -0.29040E-10    0.17537E-14
  1461    0.73286E+03   -0.94583E+01   -0.11977E-08   -0.94583E+01    0.92731E+01   -0.27823E-10   -0.11977E-08   -0.27823E-10    0.17486E-14
  1462    0.73050E+03   -0.88108E+01   -0.11437E-08   -0.88108E+01    0.93022E+01   -0.26587E-10   -0.11437E-08   -0.26587E-10    0.17434E-14
  1463    0.72801E+03   -0.81692E+01   -0.10907E-08   -0.81692E+01    0.93346E+01   -0.25333E-10   -0.10907E-08   -0.25333E-10    0.17383E-14
  1464    0.72559E+03   -0.75341E+01   -0.10389E-08   -0.75341E+01    0.93696E+01   -0.24060E-10   -0.10389E-08   -0.24060E-10    0.17332E-14
  1465    0.72304E+03   -0.69064E+01   -0.98835E-09   -0.69064E+01    0.94080E+01   -0.22768E-10   -0.98835E-09   -0.22768E-10    0.17281E-14
  1466    0.72057E+03   -0.62852E+01   -0.93914E-09   -0.62852E+01    0.94498E+01   -0.21455E-10   -0.93914E-09   -0.21455E-10    0.17230E-14
  1467    0.71795E+03   -0.56720E+01   -0.89133E-09   -0.56720E+01    0.94941E+01   -0.20123E-10   -0.89133E-09   -0.20123E-10    0.17180E-14
  1468    0.71535E+03   -0.50659E+01   -0.84500E-09   -0.50659E+01    0.95417E+01   -0.18770E-10   -0.84500E-09   -0.18770E-10    0.17129E-14
  1469    0.71275E+03   -0.44676E+01   -0.80021E-09   -0.44676E+01    0.95919E+01   -0.17396E-10   -0.80021E-09   -0.17396E-10    0.17079E-14
  1470    0.70994E+03   -0.38763E+01   -0.75703E-09   -0.38763E+01    0.96446E+01   -0.16001E-10   -0.75703E-09   -0.16001E-10    0.17029E-14
  1471    0.70728E+03   -0.32943E+01   -0.71554E-09   -0.32943E+01    0.97014E+01   -0.14584E-10   -0.71554E-09   -0.14584E-10    0.16979E-14
  1472    0.70456E+03   -0.27199E+01   -0.67580E-09   -0.27199E+01    0.97606E+01   -0.13144E-10   -0.67580E-09   -0.13144E-10    0.16930E-14
  1473    0.70178E+03   -0.21547E+01   -0.63790E-09   -0.21547E+01    0.98223E+01   -0.11682E-10   -0.63790E-09   -0.11682E-10    0.16880E-14
  1474    0.69885E+03   -0.15970E+01   -0.60190E-09   -0.15970E+01    0.98866E+01   -0.10197E-10   -0.60190E-09   -0.10197E-10    0.16831E-14
  1475    0.69601E+03   -0.10483E+01   -0.56787E-09   -0.10483E+01    0.99532E+01   -0.86876E-11   -0.56787E-09   -0.86876E-11    0.16782E-14
  1476    0.69310E+03   -0.50927E+00   -0.53588E-09   -0.50927E+00    0.10023E+02   -0.71547E-11   -0.53588E-09   -0.71547E-11    0.16732E-14
  1477    0.69021E+03    0.21586E-01   -0.50601E-09    0.21586E-01    0.10095E+02   -0.55974E-11   -0.50601E-09   -0.55974E-11    0.16684E-14
  1478    0.68725E+03    0.54287E+00   -0.47833E-09    0.54287E+00    0.10170E+02   -0.40152E-11   -0.47833E-09   -0.40152E-11    0.16635E-14
  1479    0.68429E+03    0.10544E+01   -0.45290E-09    0.10544E+01    0.10248E+02   -0.24078E-11   -0.45290E-09   -0.24078E-11    0.16586E-14
  1480    0.68128E+03    0.15567E+01   -0.42981E-09    0.15567E+01    0.10328E+02   -0.77466E-12   -0.42981E-09   -0.77466E-12    0.16538E-14
  1481    0.67820E+03    0.20493E+01   -0.40912E-09    0.20493E+01    0.10410E+02    0.88454E-12   -0.40912E-09    0.88454E-12    0.16490E-14
  1482    0.67515E+03    0.25321E+01   -0.39090E-09    0.25321E+01    0.10495E+02    0.25703E-11   -0.39090E-09    0.25703E-11    0.16442E-14
  1483    0.67204E+03    0.30049E+01   -0.37523E-09    0.30049E+01    0.10583E+02    0.42829E-11   -0.37523E-09    0.42829E-11    0.16394E-14
  1484    0.66894E+03    0.34676E+01   -0.36218E-09    0.34676E+01    0.10672E+02    0.60229E-11   -0.36218E-09    0.60229E-11    0.16346E-14
  1485    0.66579E+03    0.39200E+01   -0.35181E-09    0.39200E+01    0.10763E+02    0.77908E-11   -0.35181E-09    0.77908E-11    0.16298E-14
  1486    0.66261E+03    0.43621E+01   -0.34421E-09    0.43621E+01    0.10857E+02    0.95868E-11   -0.34421E-09    0.95868E-11    0.16251E-14
  1487    0.65941E+03    0.47937E+01   -0.33944E-09    0.47937E+01    0.10953E+02    0.11411E-10   -0.33944E-09    0.11411E-10    0.16204E-14
  1488    0.65620E+03    0.52148E+01   -0.33757E-09    0.52148E+01    0.11051E+02    0.13265E-10   -0.33757E-09    0.13265E-10    0.16157E-14
  1489    0.65295E+03    0.56250E+01   -0.33867E-09    0.56250E+01    0.11151E+02    0.15148E-10   -0.33867E-09    0.15148E-10    0.16110E-14
  1490    0.64968E+03    0.60244E+01   -0.34283E-09    0.60244E+01    0.11252E+02    0.17061E-10   -0.34283E-09    0.17061E-10    0.16063E-14
  1491    0.64640E+03    0.64128E+01   -0.35010E-09    0.64128E+01    0.11356E+02    0.19005E-10   -0.35010E-09    0.19005E-10    0.16016E-14
  1492    0.64311E+03    0.67902E+01   -0.36056E-09    0.67902E+01    0.11461E+02    0.20979E-10   -0.36056E-09    0.20979E-10    0.15970E-14
  1493    0.63979E+03    0.71564E+01   -0.37428E-09    0.71564E+01    0.11568E+02    0.22984E-10   -0.37428E-09    0.22984E-10    0.15923E-14
  1494    0.63645E+03    0.75113E+01   -0.39134E-09    0.75113E+01    0.11676E+02    0.25021E-10   -0.39134E-09    0.25021E-10    0.15877E-14
  1495    0.63310E+03    0.78548E+01   -0.41180E-09    0.78548E+01    0.11787E+02    0.27090E-10   -0.41180E-09    0.27090E-10    0.15831E-14
  1496    0.62974E+03    0.81870E+01   -0.43574E-09    0.81870E+01    0.11899E+02    0.29192E-10   -0.43574E-09    0.29192E-10    0.15785E-14
  1497    0.62635E+03    0.85076E+01   -0.46322E-09    0.85076E+01    0.12012E+02    0.31326E-10   -0.46322E-09    0.31326E-10    0.15740E-14
  1498    0.62297E+03    0.88166E+01   -0.49433E-09    0.88166E+01    0.12127E+02    0.33493E-10   -0.49433E-09    0.33493E-10    0.15694E-14
  1499    0.61957E+03    0.91141E+01   -0.52912E-09    0.91141E+01    0.12243E+02    0.35695E-10   -0.52912E-09    0.35695E-10    0.15649E-14
  1500    0.61616E+03    0.93998E+01   -0.56768E-09    0.93998E+01    0.12360E+02    0.37930E-10   -0.56768E-09    0.37930E-10    0.15603E-14
  1501    0.61274E+03    0.96738E+01   -0.61003E-09    0.96738E+01    0.12479E+02    0.40199E-10   -0.61003E-09    0.40199E-10    0.15558E-14
  1502    0.60931E+03    0.99358E+01   -0.65603E-09    0.99358E+01    0.12598E+02    0.42500E-10   -0.65603E-09    0.42500E-10    0.15513E-14
  1503    0.60588E+03    0.10186E+02   -0.70548E-09    0.10186E+02    0.12719E+02    0.44829E-10   -0.70548E-09    0.44829E-10    0.15468E-14
  1504    0.60244E+03    0.10424E+02   -0.75820E-09    0.10424E+02    0.12841E+02    0.47183E-10   -0.75820E-09    0.47183E-10    0.15424E-14
  1505    0.59899E+03    0.10651E+02   -0.81401E-09    0.10651E+02    0.12964E+02    0.49559E-10   -0.81401E-09    0.49559E-10    0.15379E-14
  1506    0.59553E+03    0.10865E+02   -0.87270E-09    0.10865E+02    0.13088E+02    0.51954E-10   -0.87270E-09    0.51954E-10    0.15335E-14
  1507    0.59208E+03    0.11068E+02   -0.93410E-09    0.11068E+02    0.13213E+02    0.54365E-10   -0.93410E-09    0.54365E-10    0.15291E-14
  1508    0.58862E+03    0.11258E+02   -0.99802E-09    0.11258E+02    0.13338E+02    0.56788E-10   -0.99802E-09    0.56788E-10    0.15247E-14
  1509    0.58515E+03    0.11436E+02   -0.10643E-08    0.11436E+02    0.13464E+02    0.59220E-10   -0.10643E-08    0.59220E-10    0.15203E-14
  1510    0.58170E+03    0.11602E+02   -0.11326E-08    0.11602E+02    0.13591E+02    0.61659E-10   -0.11326E-08    0.61659E-10    0.15159E-14
  1511    0.57823E+03    0.11757E+02   -0.12030E-08    0.11757E+02    0.13719E+02    0.64101E-10   -0.12030E-08    0.64101E-10    0.15115E-14
  1512    0.57476E+03    0.11898E+02   -0.12751E-08    0.11898E+02    0.13847E+02    0.66543E-10   -0.12751E-08    0.66543E-10    0.15072E-14
  1513    0.57129E+03    0.12028E+02   -0.13487E-08    0.12028E+02    0.13976E+02    0.68981E-10   -0.13487E-08    0.68981E-10    0.15028E-14
  1514    0.56783E+03    0.12146E+02   -0.14238E-08    0.12146E+02    0.14106E+02    0.71413E-10   -0.14238E-08    0.71413E-10    0.14985E-14
  1515    0.56439E+03    0.12253E+02   -0.15000E-08    0.12253E+02    0.14236E+02    0.73836E-10   -0.15000E-08    0.73836E-10    0.14942E-14
  1516    0.56093E+03    0.12346E+02   -0.15773E-08    0.12346E+02    0.14366E+02    0.76246E-10   -0.15773E-08    0.76246E-10    0.14899E-14
  1517    0.55749E+03    0.12428E+02   -0.16553E-08    0.12428E+02    0.14496E+02    0.78641E-10   -0.16553E-08    0.78641E-10    0.14856E-14
